MasterIndex,Patent,IssueDate,AppDate,OrigAppDate,ReissueOf,Renewal,Continuation,Division,Class,Subclass,OtherClasses,IPCCodes,Claims,NumInventors,FirstInventor,InvCity,InvState,InvCountry,Assignee,AssCity,AssState,AssCountry,NumRefs,NumUSRefs,NumUtilityRefs,NumDesignRefs,NumPlantRefs,NumReissueRefs,NumForReferences,OCPDate,MCPDate,USPQDocketNum,DJ,PatDef,DCPub,DCEdition,DCVolume,DCPage,DCNumPatents,DCDecision,DCState,District,CAFCEra,DistDate,Patentee,AllegInf,AllegInf2,ACPub,ACEdition,ACVolume,ACPage,ACNumPatents,FirstAC,ACDate,Affirmed,ACDecision,DC2ndDecDate,DC2ndCite,DC2ndDec,AC2ndDecDate,AC2ndCite,AC2ndDecision
6420,3847489,11/12/74,8/13/73,8/13/73,na,0,0,0,403,110,211/207; 248/245; 248/297.21; 256/59; 256/65.08; 403/343; 403/346; 403/400,A47B 57/54; A47B 57/00; F16B 7/04; E04H 17/14; A47f 005/10; E04h 017/16,3,1,"Van Riper, Robert",Ridgewood,NJ,US,none,na,na,omitted,9,9,9,0,0,0,0,1/15/1884,5/15/67,No. 79-123,0,0,1,1,207,394,1,NINF,NJ,na,0,4/22/80,Robert S. Van Riper,"Construction Specialties, Inc.",none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6421,3849194,11/19/74,9/17/71,12/19/66,na,0,1,0,127,29,127/38; 435/202; 435/837; 435/99,A23L 1/09; C12b 001/00; C13k 001/06,14,2,"Armbruster, Frederick C.",La Grange,IL,US,CPC International Inc.,Engelwood Cliffs,NJ,US,0,0,0,0,0,0,0,na,na,notcapt,0,0,0,nocite,nocite,nocite,1,V&I,IN,ND,1,unknown,Grain Processing Corp.,Maize-Products Co.,none,1,2,5,1788,1,CAFC,2/17/88,1,affirmed,na,na,na,na,na,na
6422,3849596,11/19/74,8/9/71,8/9/71,na,0,0,0,348,564,348/161; 348/61; 348/E7.086,H04N 7/18; H04n 007/18,4,1,"Lawrence, Lu",Fullerton,CA,US,none,na,na,omitted,6,6,6,0,0,0,0,8/15/53,10/15/68,No. 76-68,0,0,1,1,196,610,1,INV,CA,CD,0,5/31/77,Lu Lawrence,The Gillette Co.,"Batten, Barton, Durstine & Osborn, Inc.",1,1,203,732,1,9,9/7/79,1,affirmed,na,na,na,na,na,na
6423,3849728,11/19/74,8/21/73,8/21/73,na,0,0,0,324,762,324/72.5,G01R 1/073; G01R 31/28; G01r 031/02; G01r 001/06,8,1,"Evans, Arthur",Brookfield Center,CT,US,Wentworth Laboratories,Brookfield,CT,US,2,2,2,0,0,0,0,5/15/69,12/15/71,No. CV 76-1751,1,1,1,1,195,157,1,NINF,CA,CD,0,4/4/77,Wentworth Lab.,Micro-Probe Inc.,none,1,1,207,628,1,9,6/26/80,0,R&R,na,na,na,na,na,na
6424,3850392,11/26/74,1/2/73,1/2/73,na,0,0,0,248,553,248/678; 400/691; 70/232,E05B 73/00; F16b 041/00; E05b 073/00,10,1,"Gassaway, James",Los Angeles,CA,US,none,na,na,omitted,9,9,9,0,0,0,0,10/15/49,9/15/71,notcapt,0,0,1,2,2,1433,1,V&I,CA,CD,1,5/23/86,James S. Gassaway,Vaultec Ind. Inc.,none,0,F. 2d,838,1222,1,CAFC,1/19/88,1,affirmed,na,na,na,na,na,na
6425,3851044,11/26/74,9/13/72,9/13/72,na,0,0,0,424,1.61,423/249,A61K 51/02,12,2,"Adler, Norman",Arlington,MA,US,New Englans Nuclear Corp,Boston,MA,US,0,0,0,0,0,0,0,na,na,No. C-1-84-355  ,0,0,1,2,1,1833,3,V&I,OH,SD,1,1/30/87,E.I. du Pont De Nemours & Co.,Mallinckrodt Inc.,none,0,F. 2d,833,1022,3,CAFC,10/8/87,1,affirmed,na,na,na,na,na,na
6426,3851609,12/3/74,8/3/73,8/21/72,na,0,1,0,114,105,114/108,B63H 9/10; B63H 9/00; B63h 009/04,19,1,"Stearn, Leathem Smith",Sturgeon Bay,WI,US,none,na,na,omitted,5,5,5,0,0,0,0,2/23/60,4/25/72,notcapt,0,0,0,nocite,nocite,nocite,1,V&I,MI,ED,0,unknown,Leathem S. Stearn,Superior Distributing Co.,Aggressive Yacht Sales Co.,1,1,215,1089,1,6,3/24/82,0,rev(INV),na,na,na,na,na,na
6427,3852041,12/3/74,6/14/72,9/7/71,na,0,1,0,422,176,422/177; 60/299,F01N 3/28; F01N 7/18; F02B 61/00; F02B 61/04; F01n 003/14,8,3,"Moore, Albert",Davison,MI,US,GM,Detroit,MI,US,4,4,4,0,0,0,0,9/15/64,10/15/71,No. C-3-76-28,0,0,1,1,205,158,1,INV,OH,SD,0,5/18/79,General Motors Corp.,"Toyota Motor Co., Ltd.","Toyota Motor Sales Co., Ltd., and Toyota MidAmerica Distributors",1,1,212,659,1,6,12/3/81,0,rev(Valid),na,na,na,na,na,na
6428,3852579,12/3/74,3/23/73,3/23/73,na,0,0,0,702,167,144/356; 144/373; 356/150; 356/635; 700/167; 700/171,G01B 11/24; G01B 5/00; G01b 011/10,5,3,"Sohn, Fred",Roseburg,OR,US,"Sun Studs, Inc.",Roseburg,OR,US,6,6,6,0,0,0,0,5/19/70,4/3/73,notcapt,0,0,0,nocite,nocite,nocite,3,NINF,OR,na,1,unknown,Sun Studs Inc.,"ATA Equipment Leasing, Inc.","Applied Theory Inc., and U.S. Natural Resources Inc.",1,2,10,1338,3,CAFC,3/31/89,0,rev(V&I),na,na,na,na,na,na
6429,3852846,12/10/74,7/28/72,7/28/72,na,0,0,0,16,48.5,16/51; 16/62; 251/129.03,E05F 3/00; E05F 3/22; E05f 015/20,9,1,"Slaybaugh, Loren",Arlington Heights,IL,US,Republic Industries,Chicago,IL,US,14,14,14,0,0,0,0,5/15/32,2/15/64,No. P-Civ-76-0017,0,0,1,1,196,351,1,INV,IL,SD,0,7/5/77,Republic Ind.,Schlage Lock Co.,none,1,1,200,769,1,7,2/1/79,1,affirmed,na,na,na,na,na,na
6430,3853217,12/10/74,8/9/72,8/9/72,na,0,0,0,206,223,206/486; 206/499; 206/503; 206/557; 206/562; 29/282; 422/933,B01L 9/00; B65D 71/00; B65D 71/70; B65d 085/30; B65d 021/00,9,2,"Scordato, Emil",Bronxville,NY,US,Medical Laboratory Automation Inc,Mt. Vernon,NY,US,9,5,5,0,0,0,4,8/15/49,5/15/62,No. 77 C 1999,0,0,1,1,208,764,1,INV,IL,ND,0,9/11/80,"Medical Laboratory Automation, Inc.","Labcon, Inc.","Ways and Means, Inc.",1,1,213,537,1,7,12/29/81,1,affirmed,na,na,na,na,na,na
6431,3853833,12/10/74,7/15/71,4/27/71,na,0,1,0,530,334,930/120; 930/260,C07K 7/00; C07K 7/06; C07K 1/00; C07c 103/52; C07g 007/00; C08h 001/00,30,1,"Li, Choh Hao",Berkeley,CA,US,Hormone Research Foundation,Berkeley,CA,US,0,0,0,0,0,0,0,na,na,No. C-86-5201 MHP,0,0,1,2,8,1377,1,INV,CA,ND,1,8/4/88,Hormone Research Foundation and Hoffmann-LaRoche Inc.,Genentech Inc.,"Genentech Development Corp. and Genentech Clinical Partners, Ltd.",1,2,15,1039,1,CAFC,6/5/90,0,V&R,na,na,na,na,na,na
6432,3854023,12/10/74,8/23/73,7/9/65,na,0,1,0,219,730,219/729; 426/107; 426/234; 99/426,A47J 36/02; H05b 009/06,14,1,"Levinson, Melvin",Avenel,NJ,US,none,na,na,omitted,3,3,3,0,0,0,0,11/15/65,9/15/66,No. 81-3763,0,0,1,1,221,1088,4,NINF,NJ,na,1,12/13/83,Melvin L. Levinson,"Litton Systems, Inc.",none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6433,3854228,12/17/74,11/9/73,5/2/72,na,0,1,0,36,71,none,A43B 5/04; A63B 71/08; A43b 019/00,5,1,"Conroy, Robert",Park Ridge,IL,US,none,na,na,omitted,3,3,3,0,0,0,0,5/15/53,12/15/56,No. 92-10593-K,0,0,1,2,27,1794,1,NINF,MA,na,1,2/5/93,Robert Conroy,Reebok International Ltd.,none,1,2,29,1373,1,CAFC,1/4/94,0,V&R,na,na,na,na,na,na
6434,3854664,12/17/74,10/11/73,3/30/73,na,0,1,0,239,206,239/240; 239/DIG.1,B05B 15/00; B05B 15/00; B05B 15/10; B05B 15/10; B05B 3/02; B05B 3/02; B05B 3/04; B05B 3/04; B05b 003/16,20,1,"Hunter, Edwin",Rancho Santa Fe,CA,US,Toro,San Marcos,CA,US,3,3,3,0,0,0,0,9/15/70,2/15/72,No. 81-1019,0,0,1,1,213,207,1,INV,IL,CD,0,10/19/81,The Toro Co.,L.R. Nelson Corp.,none,0,F. 2d,727,1113,1,7,1/17/84,1,affirmed,7/25/84,223-636,INV,na,na,na
6435,3854910,12/17/74,9/21/72,9/21/72,na,0,0,0,55,287,144/4.1; 55/294; 55/302; 55/334; 55/337; 55/374; 55/379; 55/DIG.26,B01D 46/04; B01D 46/02; F01N 3/28; B01d 046/04; B01d 050/00,18,1,"Hammerquist, Peter A.",Corvallis,OR,US,none,na,na,omitted,8,8,8,0,0,0,0,6/11/1895,3/28/61,notcapt,0,0,0,nocite,nocite,nocite,2,V&I,OR,na,0,unknown,Peter A. Hammerquist,"Clarke's Sheet Metal, Inc.",none,1,1,212,481,1,9,10/13/81,1,affirmed,na,na,na,na,na,na
6436,3855761,12/24/74,4/12/73,2/10/72,na,0,1,0,56,51,171/58; 56/DIG.2,A01D 47/00; A01d 045/02,5,2,"Louks, Robert",Gilman,IA,US,none,na,na,omitted,8,8,8,0,0,0,0,4/15/41,1/15/73,No. CA-5-74-148,0,0,1,1,192,773,1,INV,TX,ND,0,5/13/76,Robert Louks,"Walter F. Larson, Inc.",none,0,F. 2d,568,1366,1,5,2/2/78,1,affirmed,na,na,na,na,na,na
6437,3855783,12/24/74,4/20/72,4/20/72,na,0,0,0,368,84,968/941,G04G 9/00; G04c 003/00,11,1,"Luce, Nunzio",Trenton,NJ,US,Optel Corporation,S. Brunswick Township,NJ,US,5,5,5,0,0,0,0,4/15/71,5/15/72,No. 84-725,0,0,1,2,9,1497,1,INV,NJ,na,1,9/9/88,Refac Electronics Corp. and Refac Technology Development Corp.,"R.H. Macy & Co., Inc.","Federated Department Stores, Inc. and a bunch of other big name defs.",0,F. 2d,871,1097,1,CAFC,3/24/89,1,affirmed,na,na,na,na,na,na
6438,3855783,12/24/74,4/20/72,4/20/72,na,0,0,0,368,84,968/941,G04G 9/00; G04c 003/00,2,1,"Luce, Nunzio A.",Trenton,NJ,US,Optel Corporation,South Brunswick Township,NJ,US,5,5,5,0,0,0,0,4/27/71,5/23/72,notcapt,0,0,0,nocite,nocite,nocite,3,NINF,CA,CD,1,5/15/89,Refac International Ltd.,Hitachi Ltd.,et al.,1,2,16,1347,3,CAFC,10/2/90,1,affirmed,na,na,na,na,na,na
6439,3857566,12/31/74,1/24/74,1/24/74,na,0,0,0,273,348.4,273/DIG.30,A63F 9/02; F42B 6/00; F41J 3/00; A63b 071/02,5,2,"Lemelson, Jerome",Metuchen,NJ,US,none,na,na,omitted,3,3,3,0,0,0,0,5/15/62,2/15/68,No. 78 Civ. 4335 (LLS) ,0,0,1,2,4,1927,2,INV,NY,SD,1,9/18/87,Jerome H. Lemelson,Synergistics Research Corp.,Allan M. Elfman,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6440,3858623,1/7/75,11/15/73,11/15/73,na,0,0,0,139,425A,139/383A; 162/903; 245/8,D03D 25/00; D21F 1/00; D03d 015/00; D03d 015/02; B01d 039/10,11,1,"Lefkowitz, Leonard",Latham,NY,US,Huyck Corp,Rensselaer,NY,US,16,14,14,0,0,0,2,9/15/33,8/15/64,No. 75-225,0,0,1,1,193,200,1,V&I,AL,MD,0,2/3/77,Huyck Corp.,Albany International Corp.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6441,3860003,1/14/75,11/21/73,11/21/73,na,0,0,0,604,385.25,none,A61F 13/15; A61F 13/15; A61F 13/15; A61f 013/16,17,1,"Buell, Kenneth Barclay",Cincinnati,OH,US,Procter and Gamble,Cincinnati,OH,US,8,8,8,0,0,0,0,4/15/47,1/15/61,No. 81 C 1221,0,0,1,1,227,786,1,V&I,IL,ND,1,7/2/85,The Proctor & Gamble Co.,Weyerhaeuser Co.,"J.C. Penney Co., Inc. and Montgomery Ward & Co., Inc.",na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6442,3860968,1/21/75,11/20/69,11/20/69,na,0,0,0,623,3.22,128/899; 417/384; 417/385,A61M 1/10; A61M 1/12; A61f 001/24,9,1,"Shapiro, Max",Beverly Hills,CA,US,none,na,na,omitted,5,5,5,0,0,0,0,11/15/57,9/15/64,No. CV 91-5620-WMB  ,0,0,1,2,23,1147,1,NINF,CA,CD,1,5/5/92,Emanuel M. Comora,Thermo Cardiosystems Inc.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6443,3863006,1/28/75,1/29/73,1/29/73,na,0,0,0,424,49,none,A61K 6/02; A61K 6/02; A61k 007/16,6,1,"Hodosh, Milton",Providence,RI,US,none,na,na,omitted,0,0,0,0,0,0,0,na,na,No. 83-1110,0,0,1,1,226,645,1,INV,NJ,na,1,6/14/85,"Milton Hodosh and Richardson-Vicks, Inc.","Block Drug Co., Inc.","Dentco, Inc.",1,1,229,182,1,CAFC,3/24/86,0,R&R,na,na,na,na,na,na
6444,3863114,1/28/75,11/1/73,11/1/73,na,0,0,0,361,139,310/29; 335/252; 335/273; 335/276,H02K 33/02; H02K 33/02; H02K 33/00; H02K 33/00; H02k 033/02,10,1,"De Mayo, John F.",Oyster Bay,NY,US,"Sensonics, Inc.",Hicksville,NY,US,9,9,9,0,0,0,0,8/4/31,9/16/58,notcapt,0,0,0,nocite,nocite,nocite,1,V&I,FL,MD,1,unknown,Sensonics Inc.,Aerosonic Corp.,Herbert J. Frank,1,2,38,1551,1,CAFC,4/24/96,1,affirmed,na,na,na,na,na,na
6445,3866287,2/18/75,2/13/73,12/1/71,na,0,0,1,29,896.91,192/89.26; 267/179; 267/91; 29/227; 29/512,B23P 19/04; B23P 11/00; B21f 035/00; B23p 013/00,37,2,"Dulude, Donald O.",Coldwater,MI,US,Kuhlman Corporation,Lansing,MI,US,7,7,7,0,0,0,0,8/28/23,3/3/64,notcapt,0,0,0,nocite,nocite,nocite,2,V&I,na,ITC,0,8/19/81,Kuhlman Corp.,P.J. Wallbank Co.,Ford Motor Co. and General Motors Corp.,1,1,215,484,2,CCPA,9/3/82,1,affirmed,na,na,na,na,na,na
6446,3866616,2/18/75,7/12/73,7/12/73,na,0,0,0,607,36,607/37; 976/DIG.416,G21H 1/00; G21H 1/10; A61N 1/375; A61N 1/372; A61N 1/378; A61n 001/36,5,3,"Purdy, David",Indiana,PA,US,Coratomic Inc,Indiana,PA,US,5,5,5,0,0,0,0,5/15/66,8/15/71,No. Civ. 3-78-207,1,1,1,1,215,685,3,INV,MN,na,0,3/31/82,"Coratomic, Inc.","Cardiac Pacemakers, inc.",none,1,1,218,115,3,8,1/17/83,1,affirmed,na,na,na,na,na,na
6447,3866648,2/18/75,5/11/71,5/11/71,na,0,0,0,40,704,206/456; 220/DIG.31; 40/709; 40/771,A45C 11/18; A45c 011/18,4,1,"Anderson, Thomas",Hubbard Woods,IL,US,Microseal Corp,Evanston,IL,US,8,8,8,0,0,0,0,4/15/39,9/15/65,No. 77-4409,0,0,1,1,211,465,1,INV,PA,ED,0,4/24/80,Microseal Corp.,Motion Technology Corp.,none,0,F. 2d,636,1209,1,3,11/12/80,1,affirmed,na,na,na,na,na,na
6448,3866658,2/18/75,1/28/74,1/28/74,na,0,0,0,160,206,16/249; 16/87R; 16/93R; 16/95R; 160/118,E05D 15/26; E05D 7/00; E05d 015/26,13,1,"Smith, Lester L.",Tucson,AZ,US,none,na,na,omitted,6,6,6,0,0,0,0,6/8/65,9/10/68,notcapt,0,0,0,nocite,nocite,nocite,1,INV,OH,ND,0,1/17/77,Lester L. Smith,ACME General Corp.,none,1,1,204,1060,1,6,1/15/80,1,affirmed,na,na,na,na,na,na
6449,3867225,2/18/75,4/30/73,1/23/69,na,0,1,1,156,209,156/219; 156/291; 156/292; 428/180,B31F 1/00; B31F 1/07; D21H 27/40; D21H 27/30; B31f 001/20,2,1,"Nystrand, Ernst Daniel",Green Bay,WI,US,Paper Converting Machine Company,Green Bay,WI,US,3,3,3,0,0,0,0,7/28/64,12/3/68,notcapt,1,1,0,nocite,nocite,nocite,2,NINF,WI,ED,1,12/30/86,Paper Converting Machine Co.,Perini America Inc.,none,1,2,4,1621,2,CAFC,10/22/87,1,affirmed,na,na,na,na,na,na
6450,3868434,2/25/75,5/23/67,9/5/58,na,0,1,0,525,304,525/310,C08F 279/02; C08F 279/00; C08f 001/60; C08f 029/08; C08f 029/34,17,2,"Westphal, Richard",Leominster,MA,US,Foster Grant Co.,Leominster,MA,US,6,6,6,0,0,0,0,12/15/52,9/15/64,No. 76-37,1,1,1,1,214,244,2,INV,DE,na,0,3/15/82,American Hoechst Corp.,Cosden Oil & Chemical Co.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6451,3868780,3/4/75,11/2/73,11/2/73,na,0,0,0,34,116,34/117; 34/123,D21F 5/02; D21F 5/00; F26B 13/16; F26B 13/00; F26B 13/08; F26B 13/10; F26b 013/08,7,3,"Solninen, Mauri",Naantali,na,FI,Valmet Oy,Helsinki,na,FI,10,8,8,0,0,0,2,8/15/1889,10/15/28,No. 93-C-0587-C ,1,1,1,2,39,1878,3,NINF,WI,WD,1,4/3/95,Valmet Paper Mach. Inc.,Beloit Corp.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6452,3868811,3/4/75,4/20/73,4/20/73,na,0,0,0,56,1,56/14.4,A01D 43/10; A01D 43/00; A01D 67/00; A01d,7,2,"Cicci, George B.",Broadview,IL,US,International Harvester Company,Chicago,IL,US,3,3,3,0,0,0,0,6/27/61,7/16/63,notcapt,0,0,0,nocite,nocite,nocite,2,INV,IL,ND,1,1/28/87,New Idea Farm Equipment Corp.,Sperry Corp. ,New Holland Inc.,1,2,16,1424,2,CAFC,10/12/90,1,affirmed,na,na,na,na,na,na
6453,3869731,3/11/75,2/14/73,2/14/73,na,0,0,0,623,20.21,none,A61F 2/38; A61F 2/00; A61F 2/30; A61f 001/24,3,4,"Waugh, Theodore",Irvine,CA,US,"Regents, U. Cal",na,CA,US,3,3,3,0,0,0,0,2/15/73,4/15/73,No. 76-449,0,0,1,1,210,727,1,NINF,NJ,na,0,3/11/81,Regents of U. of Cal. and Wright Mfg. Co.,"Howmedica, Inc.",none,0,F. 2d,676,687,1,3,2/5/82,1,affirmed,na,na,na,na,na,na
6454,3870141,3/11/75,11/8/71,8/13/70,na,0,1,0,198,853,none,B65G 17/06; B65G 17/08; B65g 015/32,28,2,"Lapeyre, James",New Orleans,LA,US,The Laitram Company,New Orleans ,LA,US,12,12,12,0,0,0,0,3/15/1872,2/15/66,No. HAR 83-3126,0,0,1,1,226,289,4,V&I,MD,na,1,3/19/85,"The Laitram Corp. and Intralox, Inc.",Cambridge Wire Cloth Co.,none,1,1,228,935,4,CAFC,3/3/86,1,affirmed,na,na,na,na,na,na
6455,3870141,3/11/75,11/8/71,8/13/70,na,0,1,0,198,853,none,B65G 17/06; B65G 17/08; B65g 015/32,28,2,"Lapeyre, James",New Orleans,LA,US,The Laitram Company,New Orleans ,LA,US,12,12,12,0,0,0,0,3/15/1872,2/15/66,No. 85-C-1039,0,0,1,2,6,1817,4,V&I,WI,ED,1,2/1/88,Laitram Corp. (and Intralox Inc.),Rexnord Inc.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6456,3872554,3/25/75,1/19/73,1/19/73,na,0,0,0,24,68R,24/1; 24/191,A44B 11/00; A44B 11/12; A41F 1/00; A44b 011/00,6,3,"Wolfertz, Gunther",Wuppertal,na,DE,Firma Schaeffer-Homberg GMBH,Wuppertal-Barmen,na,DE,3,3,3,0,0,0,0,9/15/36,7/15/51,No. 76-1153,1,1,1,1,217,388,1,V&I,NJ,na,0,12/23/81,Firma Schaeffer-Homberg GMBH,"Berkeley Park Clothes, Inc.",none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6457,3873130,3/25/75,2/22/74,2/22/74,na,0,0,0,414,537,280/414.1,B60P 3/10; B60P 3/06; B60p 003/10,4,1,"Whitley, Jr., William P.",Hialeah,FL,US,none,na,na,omitted,4,4,4,0,0,0,0,12/8/64,6/3/69,notcapt,0,0,0,nocite,nocite,nocite,1,INV,FL,SD,0,unknown,"William P. Whitley, Jr., and Southeastern Fabricators, Inc.",Road Corp. (d/b/a Hitchhiker Trailers),none,1,1,207,369,1,5,8/22/80,1,affirmed,na,na,na,na,na,na
6458,3873291,3/25/75,3/29/74,3/29/74,na,0,0,0,65,448,156/174; 242/472.8; 242/920; 442/391; 65/453,D04H 3/02; C03b 037/02; C03c 025/02,9,1,"Miller, William ",Bremen,OH,US,Nicofibers Inc,Shawnee,OH,US,3,3,3,0,0,0,0,11/15/51,7/15/53,No. C-2-77-1 ,0,0,1,1,210,387,1,INV,OH,SD,0,5/27/80,"Nicofibers, Inc.","Reichhold Chemicals, Inc.",none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6459,3873884,3/25/75,2/11/74,3/1/73,na,0,1,0,315,267,315/344,H01J 65/04; H05b 041/24,12,1,"Gabriel, Fred C.",Stamford,CT,US,The Perkins-Elmer Corporation,Norwalk,CT,US,1,1,1,0,0,0,0,4/26/66,4/26/66,notcapt,0,0,0,nocite,nocite,nocite,1,NINF,NY,ED,1,unknown,The Perkin-Elmer Corp.,Westinghouse Electric Corp.,none,1,2,3,1321,1,CAFC,6/24/87,1,affirmed,na,na,na,na,na,na
6460,3874988,4/1/75,12/3/73,12/26/63,na,0,1,1,428,220,156/255; 264/46.2; 428/160,B29C 44/00; B29C 44/32; B32b 003/26,2,3,"Buff, Fred",Paramus,NJ,US,"Tenneco Chemicals, Inc.",Saddle Brook,NJ,US,3,2,2,0,0,0,1,8/11/59,1/15/63,notcapt,0,0,0,nocite,nocite,nocite,2,INV,MD,na,0,unknown,"Tenneco Chemicals, Inc.",Reeves Bros. Inc.,"William T. Burnett, Inc.",1,1,216,846,2,4,10/12/82,1,affirmed,na,na,na,na,na,na
6461,3876184,4/8/75,10/2/72,10/2/72,na,0,0,0,254,343,192/12BA; 242/390.8; 242/394.1; 242/396.6; 254/356; 254/362,B66D 1/00; B66D 1/72; B66d 001/30,12,1,"Eudy, Charles N.",Houston,MS,US,none,na,na,omitted,10,10,10,0,0,0,0,11/6/23,8/28/62,notcapt,0,0,0,nocite,nocite,nocite,1,INV,MS,ND,0,unknown,Charles N. Eudy,Motor-Guide,"Herschede Hall Clock Co. (division of Arnold Ind., Inc.)",1,1,211,921,1,5,7/17/81,1,affirmed,na,na,na,na,na,na
6462,3876548,4/8/75,1/21/74,6/22/72,na,0,1,0,210,391,210/402; 210/497.1,B01D 33/067; B01D 33/06; B01D 29/44; B01D 29/48; B01d 033/06,9,1,"Welles, Donald",Lake Bluff,IL,US,Hydroclonics Corp,Lake Bluff,IL,US,11,11,11,0,0,0,0,9/15/05,7/15/39,No. 81-C-176-C,0,0,1,1,219,651,1,INV,WI,WD,1,2/25/83,Hycor Corp. ,The Schlueter Co.,none,1,1,222,553,1,CAFC,7/2/84,1,affirmed,na,na,na,na,na,na
6463,3876956,4/8/75,10/1/73,2/12/65,na,0,1,0,331,71,219/715; 327/510; 331/185; 331/86,H03B 9/00; H03B 9/10; H05B 6/66; H03b 009/10; H05b 009/00,9,1,"Levinson, Melvin",Avenel,NJ,US,none,na,na,omitted,6,6,6,0,0,0,0,3/15/58,8/15/68,No. 79 C 557,1,1,1,1,231,1,2,INV,IL,ND,1,6/17/86,Melvin L. Levinson,Advance Transformer Co.,"Litton Ind., Inc.",1,2,5,1600,2,CAFC,1/28/88,0,ninf*,na,na,na,na,na,na
6464,3877307,4/15/75,9/8/72,6/15/70,na,0,1,0,374,169,374/170; 374/E13.002; 374/E7.042; 73/432.1; 73/866.2,G01R 17/00; G01K 13/00; G01K 7/42; H03M 1/00; G01k 007/24,34,1,"Georgi, Heinz",La Jolla,CA,US,Ivac Corp.,San Diego,CA,US,5,5,5,0,0,0,0,10/15/51,11/15/63,No. 87-0413-B(M) ,0,0,1,2,15,1453,2,V&I,CA,SD,1,4/10/89,Ivac Corp.,Terumo Corp.,none,0,2,15,1456,2,CAFC,2/1/90,1,affirmed,8/8/90,18-1637,V&I,na,na,na
6465,3878670,4/22/75,1/12/73,10/22/70,na,0,0,1,56,346,414/505,A01D 85/00; A01D 90/00; A01d 087/04,15,3,"Adee, Raymond",Newton,KS,US,Hesston Corp,Hesston,KS,US,4,4,4,0,0,0,0,1/15/60,8/15/65,No. C 299-73,1,1,1,1,196,238,8,INV,UT,na,0,5/4/77,Hesston Corp,Deere & Co.,none,1,1,201,444,8,10,3/9/79,1,affirmed,na,na,na,na,na,na
6466,3879908,4/29/75,5/31/73,11/29/71,na,0,1,0,52,309.5,52/309.12; 52/410; 52/577; 52/600,B21F 27/00; B21F 27/12; E04C 2/10; E04C 2/20; E04c 002/26,6,1,"Weismann, Victor",S. Pasadena,CA,US,none,na,na,omitted,2,2,2,0,0,0,0,3/15/66,1/15/70,notcapt,0,0,1,1,208,329,1,NINF,CA,CD,0,11/5/79,"CS & M, Inc.",Covington Brothers Technologies,"Covington Brothers Building Systems, Inc.",1,1,216,757,1,9,5/27/82,1,affirmed,na,na,na,na,na,na
6467,3882638,5/13/75,10/4/73,10/4/73,na,0,0,0,451,91,451/101; 451/102,A61C 3/025; A61C 3/02; B24C 7/00; B24C 5/00; B24C 5/02; B24c 007/00,6,1,"Black, Robert B.",Corpus Christi,TX,US,none,na,na,omitted,10,10,10,0,0,0,0,7/4/05,5/22/45,CV-86-0607,1,1,0,nocite,nocite,nocite,3,V&I,NY,ED,1,8/25/93,Dentsply International Inc. and Dentsply Research & Development Corp.,Electro Medical Services S.A.,none,1,2,32,1017,3,CAFC,9/12/94,1,affirmed,na,na,na,na,na,na
6468,3884550,5/20/75,1/4/73,1/4/73,na,0,0,0,385,142,385/124; 385/144; 501/37; 501/42; 501/73,C03B 37/018; C03C 13/00; C03C 13/04; G02B 6/02; G02b 005/14,8,2,"Maurer, Robert",Painted Post,NY,US,Corning Glass Works,Corning,NY,US,4,3,3,0,0,0,1,12/15/67,6/15/73,Nos. 84 Civ. 9155 (WCC) and 85 Civ. 3156 (WCC),0,0,1,2,5,1545,3,V&I,NY,SD,1,12/21/87,Corning Glass Works,"Sumitomo Electric Research Triangle, Inc.","Sumitomo Electric USA, Inc.",1,2,9,1962,3,CAFC,2/22/89,1,affirmed,na,na,na,na,na,na
6469,3885724,5/27/75,1/24/73,1/24/73,na,0,0,0,225,77,225/39; 225/88; 225/91,G07B 3/00; G07B 3/02; B26f 003/02,5,1,"Ehrlund, Ake",Spanga,na,SW,none,na,na,omitted,4,3,3,0,0,0,1,11/12/40,5/7/63,notcapt,0,0,0,nocite,nocite,nocite,1,V&I,CA,ND,0,unknown,"AB Turn-O-Matic, and Scandus, Inc.",SGT Enterprises,none,1,1,209,22,1,9,12/4/80,0,rev(INV),na,na,na,na,na,na
